Emails,Labels
"

11451001004_BITS F111 » Forums » Announcements » Collecting Tutorial Test 2 Paper (Section 8)
Picture of Somak Chatterjee . 	
Collecting Tutorial Test 2 Paper (Section 8)
  	

Hello Students,


Kindly collect your tutorial test-2 answer papers (Section 8) from my chamber 1216-M in FD I between 12.30 pm-1.15 pm.


This notice is for those who haven't collected their tutorial test-2 answer sheets in the previous class. Others, please neglect.
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra Class Cancellation (06/11/2019)
Picture of Amit Jain . . 	
Extra Class Cancellation (06/11/2019)

Sorry for the inconvenience!


See this post in context
Change your forum digest preferences


",Academics
"

Dear Students,
As I have to attend an important meeting at Thermax Ltd. Pune, so I will not be engaging class on 8th Nov 2019 i.e. tomorrow.  I will be back by tomorrow night. We will have extra class next week.

Also, those who have applied for makeup for test and mid sem, the notices related to the same have been uploaded on nalanda.
Note that there will not be any makeup for these makeup exams.

Manoj Soni
I/c BITS F111 Thermodynamics

-- 

Manoj Kumar Soni, Ph.D., FIE,
Associate Professor, Mechanical Engineering,
Birla Institute of Technology & Science, Pilani
Pilani Campus
Vidya Vihar, 
Pilani 333031, Rajasthan, India


",Academics
"

Picture of Gajendra Singh Chauhan . . 	
  	

Dear Students (L4)



Course IC

See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Class Cancellation and Extra Class (Lecture Section 3)
Picture of Aakash Chand Rai . 	
Class Cancellation and Extra Class (Lecture Section 3)
  	

Dear Students,

The class on 9th November (Saturday) is cancelled; extra class will be conducted on 14th November (Thursday) from 5-6 pm in room no. 5105 (our normal classroom).

Kind regards,

Aakash
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra Tutorial Class - Cancellation (Section-3, Amit Jain)
Picture of Amit Jain . . 	
Extra Tutorial Class - Cancellation (Section-3, Amit Jain)

Sorry for the inconvenience!
See this post in context
Change your forum digest preferences


",Academics
"

11451001010_MATH F111 » Forums » Announcements » T24 Class Cancellation
Picture of Krishnendra Shekhawat . 	
T24 Class Cancellation
  	

The Tutorial class for Section 24 on 9.11.2019 has been cancelled.

Krishnendra
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra Lecture Class (Section-2, Amit Jain)
Picture of Amit Jain . . 	
Extra Lecture Class (Section-2, Amit Jain)
  	




See this post in context
Change your forum digest preferences


",Academics
"

Picture of Amit Jain . . 	
  	


See this post in context
Change your forum digest preferences


",Academics
"

11451001010_MATH F111 » Forums » Announcements » Lecture Section1 class cancellation notice (Monday 11 AM)
Picture of Suresh Kumar . . 	
Lecture Section1 class cancellation notice (Monday 11 AM)
  	


IC
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Class Cancellation and Extra Class (Lecture Section 3)
Picture of Aakash Chand Rai . 	
Class Cancellation and Extra Class (Lecture Section 3)
  	

Dear Students,

The class on 9th November (Saturday) is cancelled; extra class will be conducted on 14th November (Thursday) from 6-7 pm in room no. 5105 (our normal classroom).

Kind regards,

Aakash

Note the new class time due to the clash with the Chemistry test.

See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Notice - Extra Class Cancelled (Thermo Lecture Section-2)
Picture of Amit Jain . . 	
Notice - Extra Class Cancelled (Thermo Lecture Section-2)
  	

This is to inform that the extra lecture class scheduled for today (12.11.19) for thermodynamics lecture section-2 is cancelled. Sorry for the inconvenience caused!

Best wishes,

Amit Jain
See this post in context
Change your forum digest preferences


",Academics
"

11451001013_ME F110 » Forums » Announcements » Makeup Classes
Picture of Ravinder Kumar . 	
  	

Dear students, 

Hope you are doing well. 

Please note that-

1. The current week is the last week for the regular classes. If anybody is allowed for the makeup on the basis of genuine reasons, complete that in the current week only. 

2. The students who have missed the classes without any genuine reason and are not allowed for the makeup, are given one chance to complete their classes but at the cost of attendance marks and viva marks (if any). Such students are instructed to complete their classes from 18/11/19 to 20/11/19. Talk to the corresponding lab technician and book the slot before 16/11/19. No request will be entertained thereafter. 

Please convey this message to all. 



Show parent
See this post in context
Change your forum digest preferences


",Academics
"

BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI

NOTICE

BITS F111 Thermodynamics
Lecture section 1

EXTRA CLASS

for problems discussion

Date 14th Nov 2019 (Thursday)

lecture section 1

Time 9.00 PM



Interested students from other sections may also attend.

-- 

Manoj Kumar Soni, Ph.D., FIE,
Associate Professor, Mechanical Engineering,
Birla Institute of Technology & Science, Pilani
Pilani Campus
Vidya Vihar, 
Pilani 333031, Rajasthan, India


",Academics
"

11451001010_MATH F111 » Forums » Announcements » T24 Compensatory Class
Picture of Krishnendra Shekhawat . 	
T24 Compensatory Class
  	

There will a compensatory class for section T24 today at 5 p.m. in room 6158.
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » No tutorial class for section 14 on Thursday (14/11/19, 8th hour)
Picture of Debi Datt Pant . . 	
No tutorial class for section 14 on Thursday (14/11/19, 8th hour)
  	

Dear Students of tutorial section no. 14,

There will be no tutorial class for tutorial section 14 on Thursday (14/11/19, 8th hour). Extra class will be announced later.

D D Pant

See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra tutorial class for tut. section 5
Picture of A R Harikrishnan . 	
Extra tutorial class for tut. section 5
  	

Dear Students of tutorial section 5,

Please note that there will be extra tutorial class on 14/11/2019 .



Best Regards,

Harikrishnan

See this post in context
Change your forum digest preferences


",Academics
"

11451001010_MATH F111 » Forums » Announcements » Cancellation of section -23 tutorial class on 16-11-2019
Picture of Ashish Tiwari . 	
Cancellation of section -23 tutorial class on 16-11-2019
  	

The tutorial class of above section remain cancelled on 16-11-2019. Compensatory class will be announced later.


-Ashish Tiwari
See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra class time change for tutorial section 5
Picture of A R Harikrishnan . 	
Extra class time change for tutorial section 5
  	

Dear Students of tutorial section 5,

Please note that there is a change in timing for the extra tutorial class on 14/11/2019 due to the clash with the chemistry assignment test. Please see the revised timing as given below.



Best Regards,

Harikrishnan

See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Extra Class on 19/11/2019
Picture of Somak Chatterjee . 	
Extra Class on 19/11/2019
  	

Hello Students,

An extra class is scheduled on 19/11/2019 at room 1234 from 4-5 pm.

Thanks,

Prof. Somak Chatterjee
See this post in context
Change your forum digest preferences


",Academics
"

Picture of Gajendra Singh Chauhan . . 	
  	

Dear All 






Best wishes

Course IC


See this post in context
Change your forum digest preferences


",Academics
"

BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI

 

NOTICE

ANNOUNCEMENT OF MID SEM (OPEN BOOK) – MAKE UP

 


	


	

	

			

 


 


 





·         Answer Part A in question paper itself in the space provided.

·         Answer Part B in the answer book.

·         Submit both part A and Part B.

 

 


·         Text book and Thermodynamic property tables from 7th edition and personal handwritten class notes are allowed. Photocopy of other’s notes is NOT allowed.

·         Sharing of calculator, thermodynamics table booklet etc. is strictly not permitted.

·         No makeup for this exam.

-- 

Manoj Kumar Soni, Ph.D., FIE,
Associate Professor, Mechanical Engineering,
Birla Institute of Technology & Science, Pilani
Pilani Campus
Vidya Vihar, 
Pilani 333031, Rajasthan, India


",Academics
"

11451001004_BITS F111 » Forums » Announcements » NOTICE Extra Class (Lecture Section-2, Amit Jain)
Picture of Amit Jain . . 	
NOTICE Extra Class (Lecture Section-2, Amit Jain)
  	

Dear students, 





See this post in context
Change your forum digest preferences


",Academics
"

11451001004_BITS F111 » Forums » Announcements » Rescheduling extra class of 19/11/2019
Picture of Somak Chatterjee . 	
Rescheduling extra class of 19/11/2019
  	

Dear Students,





See this post in context
Change your forum digest preferences


",Academics
"

Greetings!

I hope your comprehensive exam preparations are going well. The last few days till the exams commence are essential for revisiting the topics and for making the concepts concrete. I have thereby compiled various academic resources including concept map, chapter review, lecture slides, PDFs of textbooks, reference and lecture videos.

This drive mostly contains resources which are not available on SU app.To give a little assistance, I have compiled class notes made by many brilliant 2018 batch students who have done exceptionally well in the courses for which their notes have been given. There was a very popular demand for this initiative last year. Therefore, I felt a need to implement this for our fresher batch, especially for CP and General Biology as class notes are the most integral part for these examinations. This link also contains the new workshop manual, since it is very hard to find. It also contains some of the current year's physics lab comprehensive exam answer sheets to help the students who are yet to give the exam. I assure you that the material provided in this link is reliable, however it is not a substitute for class attendance or self study. I suggest you to use these notes as a supplement and not your only means of preparation. This drive will be regularly updated throughout the academic year to give continuous assistance to the students.I hope the hard work you’ve put in helps you to ace the ensuing exams.


Feel free to contact if you require any further assistance. 

 Regards
Ujjwal Gupta 
f2018A2PS1015P



Birla Institute of Technology and Science, Pilani

Rajasthan - 333031



",Academics
